name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,country,rating_category,rating_with_category,movie_summary
Inception,2010,PG-13,2h 28min,Action; Adventure; Sci-Fi;,16 July 2010,8.8,1981688,3820,https://www.imdb.com/title/tt1375666/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.8 (High),Inception (2010) - Rating: 8.8
The Matrix,1999,R,2h 16min,Action; Sci-Fi;,31 March 1999,8.7,1619772,4281,https://www.imdb.com/title/tt0133093/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.7 (High),The Matrix (1999) - Rating: 8.7
Interstellar,2014,PG-13,2h 49min,Adventure; Drama; Sci-Fi;,7 November 2014,8.6,1430810,3977,https://www.imdb.com/title/tt0816692/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.6 (High),Interstellar (2014) - Rating: 8.6
The Avengers,2012,PG-13,2h 23min,Action; Adventure; Sci-Fi;,4 May 2012,8.0,1236053,1929,https://www.imdb.com/title/tt0848228/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Avengers (2012) - Rating: 8.0
Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi;,3 July 1985,8.5,1015026,1176,https://www.imdb.com/title/tt0088763/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),Back to the Future (1985) - Rating: 8.5
V for Vendetta,2005,R,2h 12min,Action; Drama; Sci-Fi;,17 March 2006,8.2,1002950,2205,https://www.imdb.com/title/tt0434409/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),V for Vendetta (2005) - Rating: 8.2
Terminator 2: Judgment Day,1991,R,2h 17min,Action; Sci-Fi;,3 July 1991,8.5,968511,1269,https://www.imdb.com/title/tt0103064/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.5 (High),Terminator 2: Judgment Day (1991) - Rating: 8.5
Iron Man,2008,PG-13,2h 6min,Action; Adventure; Sci-Fi;,2 May 2008,7.9,915644,1319,https://www.imdb.com/title/tt0371746/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Iron Man (2008) - Rating: 7.9
The Truman Show,1998,PG,1h 43min,Comedy; Drama; Sci-Fi;,5 June 1998,8.1,901077,1151,https://www.imdb.com/title/tt0120382/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),The Truman Show (1998) - Rating: 8.1
Eternal Sunshine of the Spotless Mind,2004,R,1h 48min,Drama; Romance; Sci-Fi;,19 March 2004,8.3,882500,1800,https://www.imdb.com/title/tt0338013/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Eternal Sunshine of the Spotless Mind (2004) - Rating: 8.3
Mad Max: Fury Road,2015,R,2h,Action; Adventure; Sci-Fi;,15 May 2015,8.1,848014,1990,https://www.imdb.com/title/tt1392190/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Mad Max: Fury Road (2015) - Rating: 8.1
Star Wars: Episode VII - The Force Awakens,2015,PG-13,2h 18min,Action; Adventure; Sci-Fi;,18 December 2015,7.9,841239,4794,https://www.imdb.com/title/tt2488496/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Star Wars: Episode VII - The Force Awakens (2015) - Rating: 7.9
Jurassic Park,1993,PG-13,2h 7min,Action; Adventure; Sci-Fi;,11 June 1993,8.1,836798,1133,https://www.imdb.com/title/tt0107290/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Jurassic Park (1993) - Rating: 8.1
The Hunger Games,2012,PG-13,2h 22min,Action; Adventure; Sci-Fi;,23 March 2012,7.2,826508,2037,https://www.imdb.com/title/tt1392170/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),The Hunger Games (2012) - Rating: 7.2
Avengers: Infinity War,2018,PG-13,2h 29min,Action; Adventure; Sci-Fi;,27 April 2018,8.4,784785,4248,https://www.imdb.com/title/tt4154756/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),Avengers: Infinity War (2018) - Rating: 8.4
The Terminator,1984,R,1h 47min,Action; Sci-Fi;,26 October 1984,8.0,779037,885,https://www.imdb.com/title/tt0088247/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Terminator (1984) - Rating: 8.0
Alien,1979,R,1h 57min,Horror; Sci-Fi;,22 June 1979,8.4,762796,1423,https://www.imdb.com/title/tt0078748/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.4 (High),Alien (1979) - Rating: 8.4
Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller;,4 October 2013,7.7,751308,2090,https://www.imdb.com/title/tt1454468/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Gravity (2013) - Rating: 7.7
Iron Man 3,2013,PG-13,2h 10min,Action; Adventure; Sci-Fi;,3 May 2013,7.2,735571,1314,https://www.imdb.com/title/tt1300854/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),Iron Man 3 (2013) - Rating: 7.2
A Clockwork Orange,1971,R,2h 16min,Crime; Drama; Sci-Fi;,2 February 1972,8.3,735084,1553,https://www.imdb.com/title/tt0066921/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),A Clockwork Orange (1971) - Rating: 8.3
The Martian,2015,PG-13,2h 24min,Adventure; Drama; Sci-Fi;,2 October 2015,8.0,734927,1312,https://www.imdb.com/title/tt3659388/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),The Martian (2015) - Rating: 8.0
Avengers: Age of Ultron,2015,PG-13,2h 21min,Action; Adventure; Sci-Fi;,1 May 2015,7.3,717523,1303,https://www.imdb.com/title/tt2395427/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Avengers: Age of Ultron (2015) - Rating: 7.3
Captain America: The Winter Soldier,2014,PG-13,2h 16min,Action; Adventure; Sci-Fi;,4 April 2014,7.7,714448,937,https://www.imdb.com/title/tt1843866/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Captain America: The Winter Soldier (2014) - Rating: 7.7
Iron Man 2,2010,PG-13,2h 4min,Action; Adventure; Sci-Fi;,7 May 2010,7.0,701924,881,https://www.imdb.com/title/tt1228705/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Iron Man 2 (2010) - Rating: 7.0
Man of Steel,2013,PG-13,2h 23min,Action; Adventure; Sci-Fi;,14 June 2013,7.0,675231,2747,https://www.imdb.com/title/tt0770828/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Man of Steel (2013) - Rating: 7.0
Blade Runner,1982,R,1h 57min,Action; Sci-Fi; Thriller;,25 June 1982,8.1,673129,1541,https://www.imdb.com/title/tt0083658/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Blade Runner (1982) - Rating: 8.1
Spider-Man,2002,PG-13,2h 1min,Action; Adventure; Sci-Fi;,3 May 2002,7.3,671754,2124,https://www.imdb.com/title/tt0145487/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Spider-Man (2002) - Rating: 7.3
X-Men: Days of Future Past,2014,PG-13,2h 12min,Action; Adventure; Sci-Fi;,23 May 2014,8.0,647272,821,https://www.imdb.com/title/tt1877832/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),X-Men: Days of Future Past (2014) - Rating: 8.0
Captain America: Civil War,2016,PG-13,2h 27min,Action; Adventure; Sci-Fi;,6 May 2016,7.8,638736,1410,https://www.imdb.com/title/tt3498820/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Captain America: Civil War (2016) - Rating: 7.8
Aliens,1986,R,2h 17min,Action; Adventure; Sci-Fi;,18 July 1986,8.3,635166,1280,https://www.imdb.com/title/tt0090605/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.3 (High),Aliens (1986) - Rating: 8.3
X-Men: First Class,2011,PG-13,2h 11min,Action; Adventure; Sci-Fi;,3 June 2011,7.7,634152,767,https://www.imdb.com/title/tt1270798/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),X-Men: First Class (2011) - Rating: 7.7
District 9,2009,R,1h 52min,Action; Sci-Fi; Thriller;,14 August 2009,7.9,627698,1375,https://www.imdb.com/title/tt1136608/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),District 9 (2009) - Rating: 7.9
Logan,2017,R,2h 17min,Action; Drama; Sci-Fi;,3 March 2017,8.1,621181,1559,https://www.imdb.com/title/tt3315342/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Logan (2017) - Rating: 8.1
Batman v Superman: Dawn of Justice,2016,PG-13,2h 31min,Action; Adventure; Sci-Fi;,25 March 2016,6.4,608230,3696,https://www.imdb.com/title/tt2975590/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Batman v Superman: Dawn of Justice (2016) - Rating: 6.4
Black Panther,2018,PG-13,2h 14min,Action; Adventure; Sci-Fi;,16 February 2018,7.3,587394,3190,https://www.imdb.com/title/tt1825683/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Black Panther (2018) - Rating: 7.3
Transformers,2007,PG-13,2h 24min,Action; Adventure; Sci-Fi;,3 July 2007,7.0,586898,1869,https://www.imdb.com/title/tt0418279/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Transformers (2007) - Rating: 7.0
2001: A Space Odyssey,1968,G,2h 29min,Adventure; Sci-Fi;,12 May 1968,8.3,582726,2143,https://www.imdb.com/title/tt0062622/reviews/_ajax?ref_=undefined&paginationKey=,UK,High,8.3 (High),2001: A Space Odyssey (1968) - Rating: 8.3
Edge of Tomorrow,2014,PG-13,1h 53min,Action; Adventure; Sci-Fi;,6 June 2014,7.9,581945,967,https://www.imdb.com/title/tt1631867/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Edge of Tomorrow (2014) - Rating: 7.9
Star Trek,2009,PG-13,2h 7min,Action; Adventure; Sci-Fi;,8 May 2009,7.9,570082,1650,https://www.imdb.com/title/tt0796366/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Star Trek (2009) - Rating: 7.9
Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi;,11 November 2016,7.9,569765,1861,https://www.imdb.com/title/tt2543164/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Arrival (2016) - Rating: 7.9
Jurassic World,2015,PG-13,2h 4min,Action; Adventure; Sci-Fi;,12 June 2015,7.0,566277,1531,https://www.imdb.com/title/tt0369610/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Jurassic World (2015) - Rating: 7.0
X-Men,2000,PG-13,1h 44min,Action; Adventure; Sci-Fi;,14 July 2000,7.4,559248,1447,https://www.imdb.com/title/tt0120903/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),X-Men (2000) - Rating: 7.4
Rogue One: A Star Wars Story,2016,PG-13,2h 13min,Action; Adventure; Sci-Fi;,16 December 2016,7.8,534491,1763,https://www.imdb.com/title/tt3748528/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Rogue One: A Star Wars Story (2016) - Rating: 7.8
Spider-Man 2,2004,PG-13,2h 7min,Action; Adventure; Sci-Fi;,30 June 2004,7.3,529345,1450,https://www.imdb.com/title/tt0316654/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Spider-Man 2 (2004) - Rating: 7.3
Looper,2012,R,1h 53min,Action; Drama; Sci-Fi;,28 September 2012,7.4,523456,761,https://www.imdb.com/title/tt1276104/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Looper (2012) - Rating: 7.4
Her,2013,R,2h 6min,Drama; Romance; Sci-Fi;,10 January 2014,8.0,518285,1060,https://www.imdb.com/title/tt1798709/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.0 (High),Her (2013) - Rating: 8.0
Independence Day,1996,PG-13,2h 25min,Action; Adventure; Sci-Fi;,3 July 1996,7.0,516794,939,https://www.imdb.com/title/tt0116629/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Independence Day (1996) - Rating: 7.0
Limitless,2011,PG-13,1h 45min,Sci-Fi; Thriller;,18 March 2011,7.4,516619,485,https://www.imdb.com/title/tt1219289/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Limitless (2011) - Rating: 7.4
The Matrix Reloaded,2003,R,2h 18min,Action; Sci-Fi;,15 May 2003,7.2,503185,2781,https://www.imdb.com/title/tt0234215/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.2 (Medium),The Matrix Reloaded (2003) - Rating: 7.2
X2: X-Men United,2003,PG-13,2h 14min,Action; Sci-Fi; Thriller;,2 May 2003,7.4,501727,1105,https://www.imdb.com/title/tt0290334/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),X2: X-Men United (2003) - Rating: 7.4
Spider-Man: Homecoming,2017,PG-13,2h 13min,Action; Adventure; Sci-Fi;,7 July 2017,7.4,488800,1356,https://www.imdb.com/title/tt2250912/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Spider-Man: Homecoming (2017) - Rating: 7.4
Rise of the Planet of the Apes,2011,PG-13,1h 45min,Action; Drama; Sci-Fi;,5 August 2011,7.6,488751,706,https://www.imdb.com/title/tt1318514/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Rise of the Planet of the Apes (2011) - Rating: 7.6
"I, Robot",2004,PG-13,1h 55min,Action; Drama; Sci-Fi;,16 July 2004,7.1,488325,839,https://www.imdb.com/title/tt0343818/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.1 (Medium),"I, Robot (2004) - Rating: 7.1"
Spider-Man 3,2007,PG-13,2h 19min,Action; Adventure; Sci-Fi;,4 May 2007,6.2,486585,2061,https://www.imdb.com/title/tt0413300/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Spider-Man 3 (2007) - Rating: 6.2
Oblivion,2013,PG-13,2h 4min,Action; Adventure; Sci-Fi;,19 April 2013,7.0,474456,1006,https://www.imdb.com/title/tt1483013/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Oblivion (2013) - Rating: 7.0
X-Men: The Last Stand,2006,PG-13,1h 44min,Action; Adventure; Sci-Fi;,26 May 2006,6.7,473265,1955,https://www.imdb.com/title/tt0376994/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),X-Men: The Last Stand (2006) - Rating: 6.7
Back to the Future Part II,1989,PG,1h 48min,Adventure; Comedy; Sci-Fi;,22 November 1989,7.8,462381,412,https://www.imdb.com/title/tt0096874/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Back to the Future Part II (1989) - Rating: 7.8
Pacific Rim,2013,PG-13,2h 11min,Action; Adventure; Sci-Fi;,12 July 2013,6.9,458119,1240,https://www.imdb.com/title/tt1663662/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Pacific Rim (2013) - Rating: 6.9
X-Men Origins: Wolverine,2009,PG-13,1h 47min,Action; Adventure; Sci-Fi;,1 May 2009,6.6,457518,712,https://www.imdb.com/title/tt0458525/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),X-Men Origins: Wolverine (2009) - Rating: 6.6
Star Trek Into Darkness,2013,PG-13,2h 12min,Action; Adventure; Sci-Fi;,16 May 2013,7.7,457107,1243,https://www.imdb.com/title/tt1408101/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),Star Trek Into Darkness (2013) - Rating: 7.7
Children of Men,2006,R,1h 49min,Drama; Sci-Fi; Thriller;,5 January 2007,7.9,452558,1342,https://www.imdb.com/title/tt0206634/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),Children of Men (2006) - Rating: 7.9
The Butterfly Effect,2004,R,1h 53min,Drama; Sci-Fi; Thriller;,23 January 2004,7.6,441951,1180,https://www.imdb.com/title/tt0289879/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Butterfly Effect (2004) - Rating: 7.6
The Matrix Revolutions,2003,R,2h 9min,Action; Sci-Fi;,5 November 2003,6.8,437028,2126,https://www.imdb.com/title/tt0242653/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.8 (Medium),The Matrix Revolutions (2003) - Rating: 6.8
Lucy,2014,R,1h 29min,Action; Sci-Fi; Thriller;,25 July 2014,6.4,430676,1137,https://www.imdb.com/title/tt2872732/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Lucy (2014) - Rating: 6.4
The Incredible Hulk,2008,PG-13,1h 52min,Action; Adventure; Sci-Fi;,13 June 2008,6.7,423889,797,https://www.imdb.com/title/tt0800080/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),The Incredible Hulk (2008) - Rating: 6.7
The Fifth Element,1997,PG-13,2h 6min,Action; Adventure; Sci-Fi;,9 May 1997,7.7,423434,852,https://www.imdb.com/title/tt0119116/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.7 (Medium),The Fifth Element (1997) - Rating: 7.7
The Wolverine,2013,PG-13,2h 6min,Action; Adventure; Sci-Fi;,26 July 2013,6.7,420261,607,https://www.imdb.com/title/tt1430132/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),The Wolverine (2013) - Rating: 6.7
Captain Marvel,2019,PG-13,2h 3min,Action; Adventure; Sci-Fi;,8 March 2019,6.9,417001,7184,https://www.imdb.com/title/tt4154664/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),Captain Marvel (2019) - Rating: 6.9
Elysium,2013,R,1h 49min,Action; Drama; Sci-Fi;,9 August 2013,6.6,411958,915,https://www.imdb.com/title/tt1535108/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),Elysium (2013) - Rating: 6.6
The Amazing Spider-Man 2,2014,PG-13,2h 22min,Action; Adventure; Sci-Fi;,2 May 2014,6.6,407309,1181,https://www.imdb.com/title/tt1872181/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),The Amazing Spider-Man 2 (2014) - Rating: 6.6
War of the Worlds,2005,PG-13,1h 56min,Adventure; Sci-Fi; Thriller;,29 June 2005,6.5,406710,2838,https://www.imdb.com/title/tt0407304/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),War of the Worlds (2005) - Rating: 6.5
The Day After Tomorrow,2004,PG-13,2h 4min,Action; Adventure; Sci-Fi;,28 May 2004,6.4,406360,1223,https://www.imdb.com/title/tt0319262/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),The Day After Tomorrow (2004) - Rating: 6.4
The Hunger Games: Mockingjay - Part 1,2014,PG-13,2h 3min,Action; Adventure; Sci-Fi;,21 November 2014,6.6,401820,611,https://www.imdb.com/title/tt1951265/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),The Hunger Games: Mockingjay - Part 1 (2014) - Rating: 6.6
Back to the Future Part III,1990,PG,1h 58min,Adventure; Comedy; Sci-Fi;,25 May 1990,7.4,389699,335,https://www.imdb.com/title/tt0099088/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Back to the Future Part III (1990) - Rating: 7.4
Armageddon,1998,PG-13,2h 31min,Action; Adventure; Sci-Fi;,1 July 1998,6.7,387963,1224,https://www.imdb.com/title/tt0120591/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Armageddon (1998) - Rating: 6.7
A Quiet Place,2018,PG-13,1h 30min,Drama; Horror; Sci-Fi;,6 April 2018,7.5,385789,2882,https://www.imdb.com/title/tt6644200/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),A Quiet Place (2018) - Rating: 7.5
X-Men: Apocalypse,2016,PG-13,2h 24min,Action; Adventure; Sci-Fi;,27 May 2016,6.9,381865,830,https://www.imdb.com/title/tt3385516/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.9 (Medium),X-Men: Apocalypse (2016) - Rating: 6.9
Transformers: Dark of the Moon,2011,PG-13,2h 34min,Action; Adventure; Sci-Fi;,29 June 2011,6.2,378545,939,https://www.imdb.com/title/tt1399103/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.2 (Medium),Transformers: Dark of the Moon (2011) - Rating: 6.2
Transformers: Revenge of the Fallen,2009,PG-13,2h 29min,Action; Adventure; Sci-Fi;,24 June 2009,6.0,377753,1494,https://www.imdb.com/title/tt1055369/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.0 (Medium),Transformers: Revenge of the Fallen (2009) - Rating: 6.0
Terminator 3: Rise of the Machines,2003,R,1h 49min,Action; Sci-Fi;,2 July 2003,6.3,369941,1719,https://www.imdb.com/title/tt0181852/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.3 (Medium),Terminator 3: Rise of the Machines (2003) - Rating: 6.3
Godzilla,2014,PG-13,2h 3min,Action; Adventure; Sci-Fi;,16 May 2014,6.4,368278,1634,https://www.imdb.com/title/tt0831387/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.4 (Medium),Godzilla (2014) - Rating: 6.4
The Lost World: Jurassic Park,1997,PG-13,2h 9min,Action; Adventure; Sci-Fi;,23 May 1997,6.6,367727,653,https://www.imdb.com/title/tt0119567/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.6 (Medium),The Lost World: Jurassic Park (1997) - Rating: 6.6
Predator,1987,R,1h 47min,Action; Adventure; Sci-Fi;,12 June 1987,7.8,362463,783,https://www.imdb.com/title/tt0093773/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Predator (1987) - Rating: 7.8
In Time,2011,PG-13,1h 49min,Action; Sci-Fi; Thriller;,28 October 2011,6.7,361536,533,https://www.imdb.com/title/tt1637688/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),In Time (2011) - Rating: 6.7
E.T. the Extra-Terrestrial,1982,PG,1h 55min,Sci-Fi;,11 June 1982,7.8,359808,610,https://www.imdb.com/title/tt0083866/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),E.T. the Extra-Terrestrial (1982) - Rating: 7.8
The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi;,25 June 1982,8.1,356790,1095,https://www.imdb.com/title/tt0084787/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),The Thing (1982) - Rating: 8.1
Ready Player One,2018,PG-13,2h 20min,Action; Adventure; Sci-Fi;,29 March 2018,7.5,348661,1988,https://www.imdb.com/title/tt1677720/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.5 (Medium),Ready Player One (2018) - Rating: 7.5
2012,2009,PG-13,2h 38min,Action; Adventure; Sci-Fi;,13 November 2009,5.8,345451,1174,https://www.imdb.com/title/tt1190080/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,5.8 (Medium),2012 (2009) - Rating: 5.8
Face_Off,1997,R,2h 18min,Action; Crime; Sci-Fi;,27 June 1997,7.3,341453,609,https://www.imdb.com/title/tt0119094/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.3 (Medium),Face_Off (1997) - Rating: 7.3
Terminator Salvation,2009,PG-13,1h 55min,Action; Adventure; Sci-Fi;,21 May 2009,6.5,337484,1083,https://www.imdb.com/title/tt0438488/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.5 (Medium),Terminator Salvation (2009) - Rating: 6.5
The Big Lebowski,1998,R,1h 57min,Comedy; Crime; Sport;,6 March 1998,8.1,705947,1225,https://www.imdb.com/title/tt0118715/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),The Big Lebowski (1998) - Rating: 8.1
Million Dollar Baby,2004,PG-13,2h 12min,Drama; Sport;,28 January 2005,8.1,618907,1219,https://www.imdb.com/title/tt0405159/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Million Dollar Baby (2004) - Rating: 8.1
Rocky,1976,PG,2h,Drama; Sport;,3 December 1976,8.1,502752,694,https://www.imdb.com/title/tt0075148/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Rocky (1976) - Rating: 8.1
Warrior,2011,PG-13,2h 20min,Action; Drama; Sport;,9 September 2011,8.2,424797,676,https://www.imdb.com/title/tt1291584/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Warrior (2011) - Rating: 8.2
Rush,2013,R,2h 3min,Biography; Drama; Sport;,27 September 2013,8.1,419381,564,https://www.imdb.com/title/tt1979320/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.1 (High),Rush (2013) - Rating: 8.1
Moneyball,2011,PG-13,2h 13min,Biography; Drama; Sport;,23 September 2011,7.6,350553,409,https://www.imdb.com/title/tt1210166/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Moneyball (2011) - Rating: 7.6
The Fighter,2010,R,1h 56min,Biography; Drama; Sport;,17 December 2010,7.8,332122,443,https://www.imdb.com/title/tt0964517/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),The Fighter (2010) - Rating: 7.8
Raging Bull,1980,R,2h 9min,Biography; Drama; Sport;,19 December 1980,8.2,311228,583,https://www.imdb.com/title/tt0081398/reviews/_ajax?ref_=undefined&paginationKey=,USA,High,8.2 (High),Raging Bull (1980) - Rating: 8.2
The Wrestler,2008,R,1h 49min,Drama; Sport;,30 January 2009,7.9,285261,588,https://www.imdb.com/title/tt1125849/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.9 (Medium),The Wrestler (2008) - Rating: 7.9
The Blind Side,2009,PG-13,2h 9min,Biography; Drama; Sport;,20 November 2009,7.6,283759,507,https://www.imdb.com/title/tt0878804/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),The Blind Side (2009) - Rating: 7.6
Creed,2015,PG-13,2h 13min,Drama; Sport;,25 November 2015,7.6,240217,515,https://www.imdb.com/title/tt3076658/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.6 (Medium),Creed (2015) - Rating: 7.6
Dodgeball,2004,PG-13,1h 32min,Comedy; Sport;,18 June 2004,6.7,224256,406,https://www.imdb.com/title/tt0364725/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,6.7 (Medium),Dodgeball (2004) - Rating: 6.7
Southpaw,2015,R,2h 4min,Drama; Sport;,24 July 2015,7.4,211731,343,https://www.imdb.com/title/tt1798684/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.4 (Medium),Southpaw (2015) - Rating: 7.4
Remember the Titans,2000,PG,1h 53min,Biography; Drama; Sport;,29 September 2000,7.8,193013,452,https://www.imdb.com/title/tt0210945/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.8 (Medium),Remember the Titans (2000) - Rating: 7.8
Happy Gilmore,1996,PG-13,1h 32min,Comedy; Sport;,16 February 1996,7.0,191082,320,https://www.imdb.com/title/tt0116483/reviews/_ajax?ref_=undefined&paginationKey=,USA,Medium,7.0 (Medium),Happy Gilmore (1996) - Rating: 7.0
